,_id,주성분코드,Spec
2058,5f3dca6de37cbadbc379b013,124001ACH,milk thistle fruit ext. powder  0.3394g (as silymarin   0.14g)   (단일)
2059,5f3dca6de37cbadbc379b018,124530BIJ,L-carnitine  1g(0.2g/mL)   (단일)
2060,5f3dca6de37cbadbc379b01c,124833COS,carteolol hydrochloride  0.1g(20mg/mL)   (단일)
2061,5f3dca6de37cbadbc379b01f,124832COS,carteolol hydrochloride  50mg(20mg/mL)   (단일)
2062,5f3dca6de37cbadbc379b024,125003ATB,carvedilol  6.25mg   (단일)
2063,5f3dca6de37cbadbc379b027,125007ACR,carvedilol  16mg   (단일)
2064,5f3dca6de37cbadbc379b02b,125332ASY,cefadroxil  7.5g(50mg/mL)   (단일)
2065,5f3dca6de37cbadbc379b02e,125931AGN,cefdinir  10g(0.1g/g)   (단일)
2066,5f3dca6de37cbadbc379b032,125401BIJ,cefamandole nafate  1g   (단일)
2067,5f3dca6de37cbadbc379b036,125008ACR,carvedilol  8mg   (단일)
2068,5f3dca6de37cbadbc379b03d,125235ASY,cefaclor hydrate  2.5g(25mg/mL)   (단일)
2069,5f3dca6de37cbadbc379b040,125304ACH,cefadroxil hydrate  0.5g   (단일)
2070,5f3dca6de37cbadbc379b043,125204ATR,cefaclor hydrate  0.375g   (단일)
2071,5f3dca6de37cbadbc379b047,126001ATB,cefditoren pivoxil  0.1g   (단일)
2072,5f3dca6de37cbadbc379b04b,126101BIJ,cefepime hydrochloride hydrate  1g   (단일)
2073,5f3dca6de37cbadbc379b04f,126334APD,cefixime hydrate  5g(50mg/g)   (단일)
2074,5f3dca6de37cbadbc379b053,126503BIJ,cefmetazole sodium  2g   (단일)
2075,5f3dca6de37cbadbc379b057,127201BIJ,cefotetan disodium  (as cefotetan   1g)   (단일)
2076,5f3dca6de37cbadbc379b05b,127501BIJ,cefoxitin sodium  1g   (단일)
2077,5f3dca6de37cbadbc379b05f,127930ASY,cefpodoxime proxetil  0.5g(10mg/mL)   (단일)
2078,5f3dca6de37cbadbc379b063,127931ASY,cefpodoxime proxetil  2g(10mg/mL)   (단일)
2079,5f3dca6de37cbadbc379b067,128031ASY,cefprozil  2.5g(25mg/mL)   (단일)
2080,5f3dca6de37cbadbc379b06a,128101ACH,cefroxadine  0.25g   (단일)
2081,5f3dca6de37cbadbc379b06e,128501BIJ,ceftezole sodium  1g   (단일)
2082,5f3dca6de37cbadbc379b072,128602ACH,ceftibuten  0.2g   (단일)
2083,5f3dca6de37cbadbc379b076,128804BIJ,ceftriaxone sodium hydrate  0.5g   (단일)
2084,5f3dca6de37cbadbc379b079,129001BIJ,cefuroxime sodium  1.5g   (단일)
2085,5f3dca6de37cbadbc379b07d,129402ACH,cephalexin  0.5g   (단일)
2086,5f3dca6de37cbadbc379b081,130832ASY,chloral hydrate  1g(0.1g/mL)   (단일)
2087,5f3dca6de37cbadbc379b089,131304CLQ,chlorhexidine gluconate solution  0.25ml   (단일)
2088,5f3dca6de37cbadbc379b08e,131331CLQ,chlorhexidine gluconate solution  0.6mL(6μL/mL)   (단일)
2089,5f3dca6de37cbadbc379b092,131341CLQ,chlorhexidine gluconate solution  0.09mL(6μL/mL)   (단일)
2090,5f3dca6de37cbadbc379b095,131901ATB,chlorpromazine hydrochloride  0.1g   (단일)
2091,5f3dca6de37cbadbc379b099,131905ATB,chlorpromazine hydrochloride  0.2g   (단일)
2092,5f3dca6de37cbadbc379b09d,131801ATB,chlorpheniramine maleate  2mg   (단일)
2093,5f3dca6de37cbadbc379b0a0,133001ATB,cilazapril  0.5mg   (단일)
2094,5f3dca6de37cbadbc379b0a3,131830BIJ,chlorpheniramine maleate  4mg(2mg/mL)   (단일)
2095,5f3dca6de37cbadbc379b0a7,131701ATB,chlorphenesin carbamate  0.125g   (단일)
2096,5f3dca6de37cbadbc379b0aa,131908ATB,chlorpromazine hydrochloride  50mg   (단일)
2097,5f3dca6de37cbadbc379b0ae,133201ACR,cilostazol  0.1g   (단일)
2098,5f3dca6de37cbadbc379b0b2,132502ACH,chondroitin sodium sulfate  0.4g   (단일)
2099,5f3dca6de37cbadbc379b0b6,131402ATR,chlormadinone acetate  50mg   (단일)
2100,5f3dca6de37cbadbc379b0b9,133203ACR,cilostazol  0.2g   (단일)
2101,5f3dca6de37cbadbc379b0bd,133301ATB,cimetidine  0.2g   (단일)
2102,5f3dca6de37cbadbc379b0c2,133530BIJ,cimetropium bromide  5mg(5mg/mL)   (단일)
2103,5f3dca6de37cbadbc379b0c7,134105ATR,ciprofloxacin hydrochloride  (as ciprofloxacin   0.5g)   (단일)
2104,5f3dca6de37cbadbc379b0cb,134132COS,ciprofloxacin hydrochloride  (as ciprofloxacin   15mg(3mg/mL))   (단일)
2105,5f3dca6de37cbadbc379b0cf,134830BIJ,cladribine  10mg(1mg/mL)   (단일)
2106,5f3dca6de37cbadbc379b0d3,135834CLQ,clobetasol propionate  12.5mg(0.5mg/mL)   (단일)
2107,5f3dca6de37cbadbc379b0d6,135842COM,clobetasol propionate  0.225g(0.5mg/g)   (단일)
2108,5f3dca6de37cbadbc379b0da,135837CLQ,clobetasol propionate  23.3mg(0.466mg/mL)   (단일)
2109,5f3dca6de37cbadbc379b0de,136201ATB,clomiphene citrate  50mg   (단일)
2110,5f3dca6de37cbadbc379b0e2,136401ATB,clonazepam  0.5mg   (단일)
2111,5f3dca6de37cbadbc379b0e5,136505ATR,clonidine hydrochloride  0.1mg   (단일)
2112,5f3dca6de37cbadbc379b0ea,137433CCM,clotrimazole  0.3g(10mg/g)   (단일)
2113,5f3dca6de37cbadbc379b0ee,137434CCM,clotrimazole  1g(10mg/g)   (단일)
2114,5f3dca6de37cbadbc379b0f2,137630BIJ,cobamamide  1mg(0.5mg/mL)   (단일)
2115,5f3dca6de37cbadbc379b0f5,137801ATB,colchicine  0.6mg   (단일)
2116,5f3dca6de37cbadbc379b0f8,137435CCM,clotrimazole  4.5g(10mg/g)   (단일)
2117,5f3dca6de37cbadbc379b0fc,138103ASY,choline alfoscerate  0.4g(40mg/mL)   (단일)
2118,5f3dca6de37cbadbc379b100,138104ASY,choline alfoscerate  0.4g(50mg/mL)   (단일)
2119,5f3dca6de37cbadbc379b106,139201ACS,cyclosporine  0.1g   (단일)
2120,5f3dca6de37cbadbc379b10a,139401ATB,cyproterone acetate  50mg   (단일)
2121,5f3dca6de37cbadbc379b10e,139602BIJ,cytarabine  1g   (단일)
2122,5f3dca6de37cbadbc379b111,139636BIJ,cytarabine  3g(50mg/mL)   (단일)
2123,5f3dca6de37cbadbc379b115,139638BIJ,cytarabine  0.1g(50mg/mL)   (단일)
2124,5f3dca6de37cbadbc379b119,140601BIJ,daunorubicin hydrochloride  20mg   (단일)
2125,5f3dca6de37cbadbc379b11d,140302ACH,danazol  0.2g   (단일)
2126,5f3dca6de37cbadbc379b120,141330CLQ,desflurane  240mL(1mL/mL)   (단일)
2127,5f3dca6de37cbadbc379b123,141401APD,desmopressin acetate  (as desmopressin   89μg)   (단일)
2128,5f3dca6de37cbadbc379b127,141404ATB,desmopressin acetate  (as desmopressin   0.178mg)   (단일)
2129,5f3dca6de37cbadbc379b12a,141407ATL,desmopressin acetate  (as desmopressin   60μg)   (단일)
2130,5f3dca6de37cbadbc379b12e,141431CLQ,desmopressin acetate  0.25mg(0.1mg/mL)   (단일)
2131,5f3dca6de37cbadbc379b132,141631CCM,desoxymethasone  7.5mg(0.5mg/g)   (단일)
2132,5f3dca6de37cbadbc379b136,141634CLT,desoxymethasone  75mg(2.5mg/g(mL))   (단일)
2133,5f3dca6de37cbadbc379b13a,141635COM,desoxymethasone  1.125g(2.5mg/g)   (단일)
2134,5f3dca6de37cbadbc379b13d,141543CLT,desonide  60mg(0.5mg/g(mL))   (단일)
2135,5f3dca6de37cbadbc379b141,141903ATB,dexamethasone  0.75mg   (단일)
2136,5f3dca6de37cbadbc379b145,142130CCM,dexamethasone propionate  15mg(1mg/g)   (단일)
2137,5f3dca6de37cbadbc379b149,142233BIJ,dexamethasone disodium phosphate  20mg(5mg/mL)   (단일)
2138,5f3dca6de37cbadbc379b14d,142301ATB,dexibuprofen  0.3g   (단일)
2139,5f3dca6de37cbadbc379b151,142331ASY,dexibuprofen  0.6g(12mg/mL)   (단일)
2140,5f3dca6de37cbadbc379b155,142706BIJ,dextrose(5%)  2.5g(50mg/mL)   (단일)
2141,5f3dca6de37cbadbc379b158,142712BIJ,dextrose(10%)  50g(0.1g/mL)   (단일)
2142,5f3dca6de37cbadbc379b15c,142709BIJ,dextrose(5%)  10g(50mg/mL)   (단일)
2143,5f3dca6de37cbadbc379b160,142715BIJ,dextrose(20%)  60g(0.2g/mL)   (단일)
2144,5f3dca6de37cbadbc379b162,142718BIJ,dextrose(20%)  200g(0.2g/mL)   (단일)
2145,5f3dca6de37cbadbc379b169,142901ATB,diazepam  10mg   (단일)
2146,5f3dca6de37cbadbc379b16d,143533COS,diclofenac sodium  6mg(1mg/mL)   (단일)
2147,5f3dca6de37cbadbc379b171,143537CCM,diclofenac sodium  0.5g(10mg/g)   (단일)
2148,5f3dca6de37cbadbc379b174,143506ATB,diclofenac sodium  50mg   (단일)
2149,5f3dca6de37cbadbc379b179,143631BIJ,diclofenac-β-dimethyl-aminoethanol  90mg(45mg/mL)   (단일)
2150,5f3dca6de37cbadbc379b17c,143630BIJ,diclofenac-β-dimethyl-aminoethanol  90mg(30mg/mL)   (단일)
2151,5f3dca6de37cbadbc379b184,144831AEL,digoxin  5mg(50μg/mL)   (단일)
2152,5f3dca6de37cbadbc379b188,144531COM,diflucortolone valerate  45mg(3mg/g)   (단일)
2153,5f3dca6de37cbadbc379b18c,144830BIJ,digoxin  0.25mg(0.25mg/mL)   (단일)
2154,5f3dca6de37cbadbc379b190,144434CCM,diflorasone diacetate  0.25g(0.5mg/g)   (단일)
2155,5f3dca6de37cbadbc379b193,145704BIJ,diltiazem hydrochloride  50mg   (단일)
2156,5f3dca6de37cbadbc379b197,145901ATB,dimenhydrinate  50mg   (단일)
2157,5f3dca6de37cbadbc379b19c,146432ASS,dioctahedral smectite  75g(0.15g/mL)   (단일)
2158,5f3dca6de37cbadbc379b19f,146603ATB,diosmin  0.6g   (단일)
2159,5f3dca6de37cbadbc379b1a4,147801ACH,divalproex sodium particle  (as divalproex   0.125g)   (단일)
2160,5f3dca6de37cbadbc379b1a8,148002BIJ,d-mannitol(20%)  20g(0.2g/mL)   (단일)
2161,5f3dca6de37cbadbc379b1ac,148004BIJ,d-mannitol(15%)  37.5g(0.15g/mL)   (단일)
2162,5f3dca6de37cbadbc379b1b0,148101ATB,dobesilate calcium  0.25g   (단일)
2163,5f3dca6de37cbadbc379b1b4,148348BIJ,docetaxel  80mg(20mg/mL)   (단일)
2164,5f3dca6de37cbadbc379b1b8,148350BIJ,docetaxel  80mg(40mg/mL)   (단일)
2165,5f3dca6de37cbadbc379b1bc,148501ATB,domperidone maleate  (as domperidone   10mg)   (단일)
2166,5f3dca6de37cbadbc379b1bf,148601ATD,donepezil hydrochloride  10mg   (단일)
2167,5f3dca6de37cbadbc379b1c3,149101ATB,doxazosin mesylate  (as doxazocin   1mg)   (단일)
2168,5f3dca6de37cbadbc379b1c7,149302ACH,doxifluridine  0.2g   (단일)
2169,5f3dca6de37cbadbc379b1cb,149433BIJ,doxorubicin hydrochloride  0.1g(2mg/mL)   (단일)
2170,5f3dca6de37cbadbc379b1cf,149432BIJ,doxorubicin hydrochloride  50mg(2mg/mL)   (단일)
2171,5f3dca6de37cbadbc379b1d3,149701ACH,doxycycline hyclate hydrate  0.1g   (단일)
2172,5f3dca6de37cbadbc379b1d6,149901ATB,St. John's Wort 50% ethanol ext.  (as hypericin   50μg)   (단일)
2173,5f3dca6de37cbadbc379b1da,150043ASY,ivy leaf 70% ethanol fluid ext.  2g(20mg/mL)   (단일)
2174,5f3dca6de37cbadbc379b1dd,150630ALQ,ebastine  0.5g(1mg/mL)   (단일)
2175,5f3dca6de37cbadbc379b1e0,151131BIJ,elcatonin  20I.U(20I.U/mL)   (단일)
2176,5f3dca6de37cbadbc379b1e4,151901BIJ,enocitabine  0.25g   (단일)
2177,5f3dca6de37cbadbc379b1e8,152131BIJ,enoxaparin sodium  30mg(0.1g/mL)   (단일)
2178,5f3dca6de37cbadbc379b1ee,152531COS,epinastine hydrochloride  0.15mg(0.5mg/mL)   (단일)
2179,5f3dca6de37cbadbc379b1f2,153101ACH,erdosteine  0.3g   (단일)
2180,5f3dca6de37cbadbc379b1f6,152905BIJ,eptacog α(activated)  50KI.U   (단일)
2181,5f3dca6de37cbadbc379b1fa,154430BIJ,esmolol hydrochloride  0.1g(10mg/mL)   (단일)
2182,5f3dca6de37cbadbc379b1fd,154001ACH,erythromycin(enteric coated)  0.25g   (단일)
2183,5f3dca6de37cbadbc379b204,152906BIJ,eptacog α(activated)  250KI.U   (단일)
2184,5f3dca6de37cbadbc379b208,152731BIJ,epirubicin hydrochloride  50mg(2mg/mL)   (단일)
2185,5f3dca6de37cbadbc379b20c,152632CLQ,epinephrine hydrochloride  (as epinephrine   50mg(1mg/mL))   (단일)
2186,5f3dca6de37cbadbc379b210,154431BIJ,esmolol hydrochloride  2.5g(0.25g/mL)   (단일)
2187,5f3dca6de37cbadbc379b214,154901ATB,estradiol hemihydrate  (as estradiol   1mg)   (단일)
2188,5f3dca6de37cbadbc379b217,155202CSP,estriol  0.5mg   (단일)
2189,5f3dca6de37cbadbc379b21a,155605ATB,ethambutol hydrochloride  0.8g   (단일)
2190,5f3dca6de37cbadbc379b21f,155602ATB,ethambutol hydrochloride  0.4g   (단일)
2191,5f3dca6de37cbadbc379b222,156603ATB,etodolac  0.4g   (단일)
2192,5f3dca6de37cbadbc379b227,157030BIJ,etomidate  20mg(2mg/mL)   (단일)
2193,5f3dca6de37cbadbc379b22b,156602ACH,etodolac  0.2g   (단일)
2194,5f3dca6de37cbadbc379b230,156602ATB,etodolac  0.2g   (단일)
2195,5f3dca6de37cbadbc379b234,158213CPC,fentanyl  7.2mg for 72h   (단일)
2196,5f3dca6de37cbadbc379b238,158216CPC,fentanyl  2.7mg for 72h   (단일)
2197,5f3dca6de37cbadbc379b23c,158211CPC,fentanyl  3.6mg for 72h   (단일)
2198,5f3dca6de37cbadbc379b23f,158307ATC,fentanyl citrate  (as fentanyl   0.6mg)   (단일)
2199,5f3dca6de37cbadbc379b243,158317ATC,fentanyl citrate  (as fentanyl   0.1mg)   (단일)
2200,5f3dca6de37cbadbc379b247,158305ATC,fentanyl citrate  (as fentanyl   0.2mg)   (단일)
2201,5f3dca6de37cbadbc379b24b,158313ATC,fentanyl citrate  (as fentanyl   0.2mg)   (단일)
2202,5f3dca6de37cbadbc379b24f,158321ATL,fentanyl citrate(micronized)  (as fentanyl   0.1mg)   (단일)
2203,5f3dca6de37cbadbc379b253,158334BIJ,fentanyl citrate  (as fentanyl   1.5mg(50μg/mL))   (단일)
2204,5f3dca6de37cbadbc379b256,158634ALQ,ferric hydroxide polymaltose complex  (as Fe III   2.25g(50mg/mL))   (단일)
2205,5f3dca6de37cbadbc379b25a,158934BIJ,filgrastim  0.15mg(0.3mg/mL)   (단일)
2206,5f3dca6de37cbadbc379b25e,159501BIJ,flomoxef sodium  0.5g   (단일)
2207,5f3dca6de37cbadbc379b262,159905ACH,fluconazole  0.15g   (단일)
2208,5f3dca6de37cbadbc379b265,159931BIJ,fluconazole  0.1g(2mg/mL)   (단일)
2209,5f3dca6de37cbadbc379b269,160102ATB,fludarabine phosphate  10mg   (단일)
2210,5f3dca6de37cbadbc379b26d,160830CCM,fluocinonide  5mg(0.5mg/g)   (단일)
2211,5f3dca6de37cbadbc379b271,160431BIJ,flumazenil  0.5mg(0.1mg/mL)   (단일)
2212,5f3dca6de37cbadbc379b275,160836CCM,fluocinonide  0.25g(0.5mg/g)   (단일)
2213,5f3dca6de37cbadbc379b278,161241COS,fluorometholone  0.5mg(1mg/mL)   (단일)
2214,5f3dca6de37cbadbc379b27c,161431BIJ,5-fluorouracil  0.5g(50mg/mL)   (단일)
2215,5f3dca6de37cbadbc379b281,161430BIJ,5-fluorouracil  0.25g(50mg/mL)   (단일)
2216,5f3dca6de37cbadbc379b285,162232CSI,fluticasone propionate  6mg(50μg/회)   (단일)
2217,5f3dca6de37cbadbc379b289,161502ATB,fluoxetine hydrochloride  (as fluoxetine   20mg)   (단일)
2218,5f3dca6de37cbadbc379b28d,161904CPL,flurbiprofen  20mg   (단일)
2219,5f3dca6de37cbadbc379b290,161501ATB,fluoxetine hydrochloride  (as fluoxetine   10mg)   (단일)
2220,5f3dca6de37cbadbc379b294,162030COS,flurbiprofen sodium  0.75mg(0.3mg/mL)   (단일)
2221,5f3dca6de37cbadbc379b299,162235CSI,fluticasone propionate  15mg(0.25mg/회)   (단일)
2222,5f3dca6de37cbadbc379b29c,162330CCM,flutrimazol  0.15g(10mg/g)   (단일)
2223,5f3dca6de37cbadbc379b2a0,162331CCM,flutrimazol  0.2g(10mg/g)   (단일)
2224,5f3dca6de37cbadbc379b2a4,162402ACH,fluvastatin  40mg   (단일)
2225,5f3dca6de37cbadbc379b2a7,162731BIJ,follitropin-α  450I.U(600I.U/mL)   (단일)
2226,5f3dca6de37cbadbc379b2ab,162730BIJ,follitropin-α  300I.U(600I.U/mL)   (단일)
2227,5f3dca6de37cbadbc379b2b0,162803BIJ,follitropin-β  700I.U(833.3I.U/mL)   (단일)
2228,5f3dca6de37cbadbc379b2b4,162804BIJ,follitropin-β  400I.U(833.3I.U/mL)   (단일)
2229,5f3dca6de37cbadbc379b2b8,162830BIJ,follitropin-β  100I.U(200I.U/mL)   (단일)
2230,5f3dca6de37cbadbc379b2bb,162732BIJ,follitropin-α  900I.U(600I.U/mL)   (단일)
2231,5f3dca6de37cbadbc379b2bf,163104ATB,formoterol fumarate hydrate  40μg   (단일)
2232,5f3dca6de37cbadbc379b2c3,163101ATB,formoterol fumarate hydrate  20μg   (단일)
2233,5f3dca6de37cbadbc379b2c7,164201ACH,gabapentin  0.1g   (단일)
2234,5f3dca6de37cbadbc379b2ca,164204ATB,gabapentin  0.6g   (단일)
2235,5f3dca6de37cbadbc379b2cc,164530BIJ,gallamine triethiodide  10mg(5mg/mL)   (단일)
2236,5f3dca6de37cbadbc379b2d1,164602BIJ,ganciclovir  0.5g   (단일)
2237,5f3dca6de37cbadbc379b2d4,164930BIJ,gemcitabine hydrochloride  (as gemcitabine   1g(38mg/mL))   (단일)
2238,5f3dca6de37cbadbc379b2d8,166432ALQ,glucose  75g(0.5g/mL)   (단일)
2239,5f3dca6de37cbadbc379b2dc,166433ALQ,glucose  76.05g(0.338g/mL)   (단일)
2240,5f3dca6de37cbadbc379b2e0,167030BIJ,glycopyrrolate  0.2mg(0.2mg/mL)   (단일)
2241,5f3dca6de37cbadbc379b2e4,167202BIJ,goserelin acetate  (as goserelin   3.6mg)   (단일)
2242,5f3dca6de37cbadbc379b2e8,167301ATB,granisetron hydrochloride  (as granisetron   1mg)   (단일)
2243,5f3dca6de37cbadbc379b2ec,167301ATD,granisetron hydrochloride  (as granisetron   1mg)   (단일)
2244,5f3dca6de37cbadbc379b2f0,167904ATB,haloperidol  10mg   (단일)
2245,5f3dca6de37cbadbc379b2f4,165602ATB,gliclazide  80mg   (단일)
2246,5f3dca6de37cbadbc379b2f8,167906ATB,haloperidol  3mg   (단일)
2247,5f3dca6de37cbadbc379b2fe,166001BIJ,glucagon  1mg   (단일)
2248,5f3dca6de37cbadbc379b302,167930BIJ,haloperidol  5mg(5mg/mL)   (단일)
2249,5f3dca6de37cbadbc379b305,165305ATB,ginkgo biloba leaf ext.  80mg   (단일)
2250,5f3dca6de37cbadbc379b308,168430BIJ,hemocoagulase  1nihu(1nihu/mL)   (단일)
2251,5f3dca6de37cbadbc379b30f,168631BIJ,heparin sodium  25KI.U(5KI.U/mL)   (단일)
2252,5f3dca6de37cbadbc379b313,169301BIJ,human tetanus immunoglobulin  250I.U(250I.U/mL)   (단일)
2253,5f3dca6de37cbadbc379b316,169404BIJ,human chorionic gonadotrophin  5KI.U   (단일)
2254,5f3dca6de37cbadbc379b31a,169601BIJ,human blood coagulation factor Ⅸ complex  250I.U   (단일)
2255,5f3dca6de37cbadbc379b31e,169931BIJ,human immunoglobulin G(폴리에칠렌글리콜처리)  1g(50mg/mL)   (단일)
2256,5f3dca6de37cbadbc379b322,165303ACS,ginkgo biloba leaf ext.  40mg   (단일)
2257,5f3dca6de37cbadbc379b324,170130BIJ,human insulin  300I.U(100I.U/mL)   (단일)
2258,5f3dca6de37cbadbc379b329,170701ATB,hydralazine hydrochloride  25mg   (단일)
2259,5f3dca6de37cbadbc379b32c,170931COM,hydrocortisone  0.15g(10mg/g)   (단일)
2260,5f3dca6de37cbadbc379b331,170944CLT,hydrocortisone  1.25g(25mg/g(mL))   (단일)
2261,5f3dca6de37cbadbc379b335,170945CLT,hydrocortisone  1.5g(25mg/g(mL))   (단일)
2262,5f3dca6de37cbadbc379b339,170946CLT,hydrocortisone  2.5g(25mg/g(mL))   (단일)
2263,5f3dca6de37cbadbc379b33d,171702ATB,hydroxychloroquine sulfate  0.2g   (단일)
2264,5f3dca6de37cbadbc379b340,171130CCM,hydrocortisone butyrate  10mg(1mg/g)   (단일)
2265,5f3dca6de37cbadbc379b344,172002ACH,hydroxyurea  0.25g   (단일)
2266,5f3dca6de37cbadbc379b349,171332CCM,hydrocortisone valerate  0.9g(2mg/g)   (단일)
2267,5f3dca6de37cbadbc379b34d,172330BIJ,hyoscine butylbromide  20mg(20mg/mL)   (단일)
2268,5f3dca6de37cbadbc379b351,172701ACH,ibudilast  10mg   (단일)
2269,5f3dca6de37cbadbc379b354,172802ATB,ibuprofen  0.2g   (단일)
2270,5f3dca6de37cbadbc379b358,172833ASY,ibuprofen  1.6g(20mg/mL)   (단일)
2271,5f3dca6de37cbadbc379b35b,172807ATR,ibuprofen  0.6g   (단일)
2272,5f3dca6de37cbadbc379b35e,172830BIJ,ibuprofen  10mg(5mg/mL)   (단일)
2273,5f3dca6de37cbadbc379b362,172837ASY,ibuprofen  20g(20mg/mL)   (단일)
2274,5f3dca6de37cbadbc379b366,172838ASY,ibuprofen  20g(40mg/mL)   (단일)
2275,5f3dca6de37cbadbc379b369,173602BIJ,imiglucerase  424U   (단일)
2276,5f3dca6de37cbadbc379b36d,175332BIJ,insulin lispro(insulin lispro protamine/insulin lispro 75%/25%)  300I.U(100I.U/mL)   (단일)
2277,5f3dca6de37cbadbc379b374,174530BIJ,indigocarmine  40mg(8mg/mL)   (단일)
2278,5f3dca6de37cbadbc379b378,174834CCM,indomethacin  1.05g(10mg/g)   (단일)
2279,5f3dca6de37cbadbc379b380,174830CCM,indomethacin  0.25g(10mg/g)   (단일)
2280,5f3dca6de37cbadbc379b384,174809CPL,indomethacin  35mg   (단일)
2281,5f3dca6de37cbadbc379b388,175331BIJ,insulin lispro  1KI.U(100I.U/mL)   (단일)
2282,5f3dca6de37cbadbc379b38b,175732BIJ,interferon β-1a  44μg(88μg/mL)   (단일)
2283,5f3dca6de37cbadbc379b38f,174130BIJ,human varicella zoster immunoglobulin  125I.U(50I.U/mL)   (단일)
2284,5f3dca6de37cbadbc379b393,176134BIJ,iodixanol  55g(0.55g/mL)   (단일)
2285,5f3dca6de37cbadbc379b396,176133BIJ,iodixanol  32.6g(0.652g/mL)   (단일)
2286,5f3dca6de37cbadbc379b39a,176034BIJ,iobitridol  98.715g(0.6581g/mL)   (단일)
2287,5f3dca6de37cbadbc379b39e,176032BIJ,iobitridol  65.81g(0.6581g/mL)   (단일)
2288,5f3dca6de37cbadbc379b3a2,176038BIJ,iobitridol  329.05g(0.6581g/mL)   (단일)
2289,5f3dca6de37cbadbc379b3a6,176334BIJ,iohexol  15.54g(0.518g/mL)   (단일)
2290,5f3dca6de37cbadbc379b3aa,176339BIJ,iohexol  30.2g(0.755g/mL)   (단일)
2291,5f3dca6de37cbadbc379b3ae,176341BIJ,iohexol  37.75g(0.755g/mL)   (단일)
2292,5f3dca6de37cbadbc379b3b2,176352BIJ,iohexol  647g(0.647g/mL)   (단일)
2293,5f3dca6de37cbadbc379b3b6,176358BIJ,iohexol  77.64g(0.647g/mL)   (단일)
2294,5f3dca6de37cbadbc379b3b9,176383BIJ,iohexol  61.465g(0.647g/mL)   (단일)
2295,5f3dca6de37cbadbc379b3bd,176364BIJ,iohexol  80.875g(0.647g/mL)   (단일)
2296,5f3dca6de37cbadbc379b3c1,176390BIJ,iohexol  44.03g(0.518g/mL)   (단일)
2297,5f3dca6de37cbadbc379b3c5,176385BIJ,iohexol  87.345g(0.647g/mL)   (단일)
2298,5f3dca6de37cbadbc379b3c9,176388BIJ,iohexol  67.34g(0.518g/mL)   (단일)
2299,5f3dca6de37cbadbc379b3cc,176435BIJ,iomeprol  61.24g(0.6124g/mL)   (단일)
2300,5f3dca6de37cbadbc379b3d0,176441BIJ,iomeprol  357.2g(0.7144g/mL)   (단일)
2301,5f3dca6de37cbadbc379b3d3,176438BIJ,iomeprol  91.86g(0.6124g/mL)   (단일)
2302,5f3dca6de37cbadbc379b3d8,176530BIJ,iopamidol  6.124g(0.6124g/mL)   (단일)
2303,5f3dca6de37cbadbc379b3db,176541BIJ,iopamidol  75.53g(0.7553g/mL)   (단일)
2304,5f3dca6de37cbadbc379b3df,176547BIJ,iopamidol  122.48g(0.6124g/mL)   (단일)
2305,5f3dca6de37cbadbc379b3e3,176548BIJ,iopamidol  151.06g(0.7553g/mL)   (단일)
2306,5f3dca6de37cbadbc379b3e7,176738BIJ,iopromide  93.51g(0.6234g/mL)   (단일)
2307,5f3dca6de37cbadbc379b3eb,176733BIJ,iopromide  38.443g(0.76886g/mL)   (단일)
2308,5f3dca6de37cbadbc379b3ef,176931BIJ,ioversol  22.23g(0.741g/mL)   (단일)
2309,5f3dca6de37cbadbc379b3f3,176745BIJ,iopromide  311.7g(0.6234g/mL)   (단일)
2310,5f3dca6de37cbadbc379b3f7,176930BIJ,ioversol  20.34g(0.678g/mL)   (단일)
2311,5f3dca6de37cbadbc379b3fd,176941BIJ,ioversol  96.33g(0.741g/mL)   (단일)
2312,5f3dca6de37cbadbc379b401,176944BIJ,ioversol  339g(0.678g/mL)   (단일)
2313,5f3dca6de37cbadbc379b405,176947BIJ,ioversol  27.12g(0.678g/mL)   (단일)
2314,5f3dca6de37cbadbc379b408,176973BIJ,ioversol  169.5g(0.678g/mL)   (단일)
2315,5f3dca6de37cbadbc379b40d,177301ATB,irbesartan  0.15g   (단일)
2316,5f3dca6de37cbadbc379b411,177730BIJ,isepamicin sulfate  0.2g(0.1g/mL)   (단일)
2317,5f3dca6de37cbadbc379b415,177932CCM,isoconazole nitrate  0.2g(10mg/g)   (단일)
2318,5f3dca6de37cbadbc379b419,178501ATB,isosorbide mononitrate  20mg   (단일)
2319,5f3dca6de37cbadbc379b41d,178502ATB,isosorbide mononitrate  40mg   (단일)
2320,5f3dca6de37cbadbc379b421,179131ALQ,itraconazole  1.5g(10mg/mL)   (단일)
2321,5f3dca6de37cbadbc379b425,179303ATE,kallidinogenase  50I.U   (단일)
2322,5f3dca6de37cbadbc379b428,179401BIJ,kanamycin sulfate  1g   (단일)
2323,5f3dca6de37cbadbc379b42b,179533BIJ,ketamine hydrochloride  (as ketamine   0.5g(50mg/mL))   (단일)
2324,5f3dca6de37cbadbc379b430,179104ATB,itraconazole  0.2g   (단일)
2325,5f3dca6de37cbadbc379b434,179733CCM,ketoprofen  1.5g(30mg/g)   (단일)
2326,5f3dca6de37cbadbc379b438,179636CCM,ketoconazole  10g(20mg/g)   (단일)
2327,5f3dca6de37cbadbc379b43c,179633CCM,ketoconazole  0.4g(20mg/g)   (단일)
